,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income,capital.diff,age.group
8623,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,46-55
8624,Private,Some-college,Separated,Sales,Unmarried,Black,Female,16,United-States,<=50K,0,26-35
8625,Private,HS-grad,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Male,40,United-States,<=50K,0,36-45
8626,Private,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,45,United-States,<=50K,0,36-45
8627,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,40,Jamaica,<=50K,0,17-25
8628,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Female,60,United-States,<=50K,0,36-45
8629,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,98,United-States,>50K,0,46-55
8630,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
8631,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0,26-35
8632,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K,0,46-55
8633,Private,1st-4th,Never-married,Other-service,Own-child,White,Male,10,United-States,<=50K,0,36-45
8634,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0,26-35
8635,Private,Some-college,Divorced,Craft-repair,Own-child,White,Male,58,Poland,<=50K,0,36-45
8636,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,26-35
8637,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0,26-35
8638,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,United-States,<=50K,0,17-25
8639,Local-gov,HS-grad,Widowed,Other-service,Unmarried,Black,Female,25,United-States,<=50K,0,56-65
8640,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,0,26-35
8641,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,0,46-55
8642,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,United-States,>50K,0,46-55
8643,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0,56-65
8644,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,0,46-55
8645,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,35,United-States,<=50K,0,66-90
8646,Private,Assoc-acdm,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,20,United-States,<=50K,0,26-35
8647,Private,Assoc-acdm,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0,17-25
8648,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,0,36-45
8649,Private,Bachelors,Married-spouse-absent,Other-service,Not-in-family,White,Male,50,United-States,<=50K,0,46-55
8650,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0,17-25
8651,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Male,18,United-States,<=50K,0,26-35
8652,Private,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Poland,<=50K,0,36-45
8653,Federal-gov,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,0,56-65
8654,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K,0,26-35
8655,Private,7th-8th,Never-married,Prof-specialty,Other-relative,Black,Male,45,United-States,<=50K,0,46-55
8656,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
8657,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,0,17-25
8658,Private,Bachelors,Married-civ-spouse,Sales,Husband,Other,Male,40,Puerto-Rico,<=50K,0,26-35
8659,State-gov,HS-grad,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K,0,36-45
8660,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,0,46-55
8661,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
8662,Private,12th,Never-married,Sales,Own-child,White,Female,24,United-States,<=50K,0,17-25
8663,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,30,United-States,<=50K,0,17-25
8664,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Female,40,United-States,<=50K,0,17-25
8665,State-gov,Assoc-voc,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,38,United-States,<=50K,0,46-55
8666,Private,Some-college,Never-married,Sales,Own-child,Black,Female,40,United-States,<=50K,0,17-25
8667,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,56-65
8668,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,0,36-45
8669,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,<=50K,0,46-55
8670,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,35,Canada,<=50K,0,17-25
8671,Local-gov,HS-grad,Widowed,Transport-moving,Not-in-family,White,Female,40,United-States,<=50K,0,56-65
8672,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0,46-55
8673,Private,7th-8th,Widowed,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,0,36-45
8674,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K,0,17-25
8675,Federal-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K,0,36-45
8676,State-gov,Assoc-voc,Married-civ-spouse,Other-service,Husband,Black,Male,30,United-States,<=50K,0,36-45
8677,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,0,36-45
8678,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,Canada,<=50K,0,56-65
8679,Private,Bachelors,Never-married,Other-service,Not-in-family,Black,Female,35,United-States,<=50K,0,26-35
8680,Private,10th,Divorced,Adm-clerical,Other-relative,White,Female,70,Germany,<=50K,0,56-65
8681,Private,HS-grad,Separated,Sales,Unmarried,White,Female,40,United-States,<=50K,0,36-45
8682,Private,9th,Never-married,Prof-specialty,Own-child,Black,Male,40,United-States,<=50K,0,
8683,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,36-45
8684,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,0,26-35
8685,Self-emp-not-inc,Some-college,Divorced,Sales,Unmarried,White,Female,50,United-States,<=50K,0,46-55
8686,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,39,United-States,<=50K,0,26-35
8687,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,43,United-States,<=50K,0,36-45
8688,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
8689,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,8,United-States,<=50K,0,66-90
8690,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,<=50K,0,46-55
8691,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,46-55
8692,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,49,United-States,<=50K,0,26-35
8693,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K,0,36-45
8694,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,<=50K,0,26-35
8695,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,41,United-States,<=50K,0,26-35
8696,Private,Masters,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,0,26-35
8697,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,26-35
8698,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,<=50K,0,17-25
8699,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,0,56-65
8700,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K,0,26-35
8701,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,55,United-States,<=50K,0,17-25
8702,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,2,United-States,>50K,0,26-35
8703,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0,36-45
8704,Private,Bachelors,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,0,17-25
8705,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,36-45
8706,Private,HS-grad,Married-civ-spouse,Sales,Own-child,White,Male,26,United-States,>50K,0,17-25
8707,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,66-90
8708,Local-gov,HS-grad,Divorced,Transport-moving,Not-in-family,Black,Female,38,United-States,<=50K,0,36-45
8709,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K,0,46-55
8710,Private,11th,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,0,17-25
8711,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0,17-25
8712,State-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,0,36-45
8713,Private,Some-college,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,0,17-25
8714,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,15,United-States,<=50K,0,56-65
8715,Private,Assoc-voc,Widowed,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K,0,66-90
8716,Private,11th,Never-married,Transport-moving,Not-in-family,Black,Male,60,United-States,<=50K,0,26-35
8717,Private,12th,Never-married,Other-service,Own-child,White,Female,16,United-States,<=50K,0,
8718,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,36,United-States,<=50K,0,56-65
8719,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Cuba,>50K,0,36-45
8720,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,36-45
8721,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Taiwan,>50K,0,36-45
8722,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,United-States,>50K,0,66-90
8723,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,36-45
8724,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,0,36-45
8725,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,>50K,0,66-90
8726,Private,10th,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,<=50K,0,
8727,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
8728,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,Iran,<=50K,0,26-35
8729,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,25,United-States,<=50K,0,17-25
8730,Private,Bachelors,Divorced,Prof-specialty,Other-relative,Other,Female,20,United-States,<=50K,0,46-55
8731,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,52,United-States,<=50K,0,26-35
8732,Private,Some-college,Never-married,Sales,Other-relative,Black,Female,40,United-States,<=50K,0,17-25
8733,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,0,46-55
8734,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,<=50K,0,26-35
8735,Private,Some-college,Never-married,Sales,Other-relative,White,Female,20,United-States,<=50K,0,26-35
8736,Private,Bachelors,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,56,United-States,<=50K,0,56-65
8737,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States,<=50K,0,17-25
8738,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,0,26-35
8739,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
8740,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0,17-25
8741,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,35,Taiwan,<=50K,0,46-55
8742,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0,36-45
8743,Private,12th,Never-married,Adm-clerical,Own-child,White,Male,12,United-States,<=50K,0,17-25
8744,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0,46-55
8745,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,56-65
8746,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0,46-55
8747,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,36-45
8748,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,46-55
8749,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States,>50K,0,46-55
8750,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,25,United-States,<=50K,0,26-35
8751,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,United-States,<=50K,0,17-25
8752,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States,<=50K,0,17-25
8753,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,0,46-55
8754,Local-gov,7th-8th,Divorced,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0,56-65
8755,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,0,46-55
8756,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K,0,36-45
8757,Private,11th,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0,17-25
8758,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0,36-45
8759,Private,Some-college,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,0,17-25
8760,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K,0,46-55
8761,Private,Assoc-acdm,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K,0,17-25
8762,Private,Some-college,Married-spouse-absent,Other-service,Not-in-family,White,Female,40,Cuba,<=50K,0,46-55
8763,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,<=50K,0,26-35
8764,Private,Assoc-voc,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,0,46-55
8765,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,<=50K,0,56-65
8766,Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,0,46-55
8767,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,35,Canada,<=50K,0,26-35
8768,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,12,United-States,<=50K,0,17-25
8769,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
8770,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,0,46-55
8771,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,0,36-45
8772,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,42,United-States,<=50K,0,17-25
8773,Local-gov,Assoc-acdm,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K,0,26-35
8774,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,Mexico,<=50K,0,17-25
8775,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,20,United-States,<=50K,0,26-35
8776,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,0,17-25
8777,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,43,Mexico,<=50K,0,26-35
8778,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0,17-25
8779,Private,11th,Never-married,Other-service,Own-child,White,Male,20,Scotland,<=50K,0,17-25
8780,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,<=50K,0,17-25
8781,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
8782,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
8783,Private,Some-college,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,0,17-25
8784,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,46-55
8785,Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,26-35
8786,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0,17-25
8787,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,12,United-States,<=50K,0,17-25
8788,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,0,56-65
8789,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
8790,Private,HS-grad,Never-married,Transport-moving,Other-relative,White,Male,40,United-States,<=50K,0,17-25
8791,Private,9th,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,66-90
8792,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0,26-35
